"","Država","Leto","Spremenljivka","Vrednost"
"1010","Georgia",2015,"Economy",0.7419
"1011","Malawi",2015,"Economy",0.01604
"1012","Sri Lanka",2015,"Economy",0.83524
"1013","Cameroon",2015,"Economy",0.4225
"1014","Bulgaria",2015,"Economy",1.01216
"1015","Egypt",2015,"Economy",0.8818
"1016","Yemen",2015,"Economy",0.54649
"1017","Angola",2015,"Economy",0.75778
"1018","Mali",2015,"Economy",0.26074
"1019","Congo (Brazzaville)",2015,"Economy",0.67866
"1020","Uganda",2015,"Economy",0.21102
"1021","Senegal",2015,"Economy",0.36498
"1022","Gabon",2015,"Economy",1.06024
"1023","Niger",2015,"Economy",0.0694
"1024","Cambodia",2015,"Economy",0.46038
"1025","Tanzania",2015,"Economy",0.2852
"1026","Madagascar",2015,"Economy",0.20824
"1027","Chad",2015,"Economy",0.34193
"1028","Guinea",2015,"Economy",0.17417
"1029","Ivory Coast",2015,"Economy",0.46534
"1030","Burkina Faso",2015,"Economy",0.25812
"1031","Afghanistan",2015,"Economy",0.31982
"1032","Rwanda",2015,"Economy",0.22208
"1033","Benin",2015,"Economy",0.28665
"1034","Syria",2015,"Economy",0.6632
"1035","Burundi",2015,"Economy",0.0153
"1036","Togo",2015,"Economy",0.20868
"1037","Denmark",2016,"Economy",1.44178
"1038","Switzerland",2016,"Economy",1.52733
"1039","Iceland",2016,"Economy",1.42666
"1040","Norway",2016,"Economy",1.57744
"1041","Finland",2016,"Economy",1.40598
"1042","Canada",2016,"Economy",1.44015
"1043","Netherlands",2016,"Economy",1.46468
"1044","New Zealand",2016,"Economy",1.36066
"1045","Australia",2016,"Economy",1.44443
"1046","Sweden",2016,"Economy",1.45181
"1047","Israel",2016,"Economy",1.33766
"1048","Austria",2016,"Economy",1.45038
"1049","United States",2016,"Economy",1.50796
"1050","Costa Rica",2016,"Economy",1.06879
"1051","Germany",2016,"Economy",1.44787
"1052","Brazil",2016,"Economy",1.08754
"1053","Belgium",2016,"Economy",1.42539
"1054","Ireland",2016,"Economy",1.48341
"1055","Luxembourg",2016,"Economy",1.69752
"1056","Mexico",2016,"Economy",1.11508
"1057","Singapore",2016,"Economy",1.64555
"1058","United Kingdom",2016,"Economy",1.40283
"1059","Chile",2016,"Economy",1.2167
"1060","Panama",2016,"Economy",1.18306
"1061","Argentina",2016,"Economy",1.15137
"1062","Czech Republic",2016,"Economy",1.30915
"1063","United Arab Emirates",2016,"Economy",1.57352
"1064","Uruguay",2016,"Economy",1.18157
"1065","Malta",2016,"Economy",1.30782
"1066","Colombia",2016,"Economy",1.03032
"1067","France",2016,"Economy",1.39488
"1068","Thailand",2016,"Economy",1.0893
"1069","Saudi Arabia",2016,"Economy",1.48953
"1070","Taiwan",2016,"Economy",1.39729
"1071","Qatar",2016,"Economy",1.82427
"1072","Spain",2016,"Economy",1.34253
"1073","Algeria",2016,"Economy",1.05266
"1074","Guatemala",2016,"Economy",0.83454
"1075","Kuwait",2016,"Economy",1.61714
"1076","Bahrain",2016,"Economy",1.44024
"1077","Trinidad and Tobago",2016,"Economy",1.32572
"1078","Venezuela",2016,"Economy",1.13367
"1079","Slovakia",2016,"Economy",1.27973
"1080","El Salvador",2016,"Economy",0.8737
"1081","Malaysia",2016,"Economy",1.25142
"1082","Nicaragua",2016,"Economy",0.69384
"1083","Uzbekistan",2016,"Economy",0.73591
"1084","Italy",2016,"Economy",1.35495
"1085","Ecuador",2016,"Economy",0.97306
"1086","Japan",2016,"Economy",1.38007
"1087","Kazakhstan",2016,"Economy",1.22943
"1088","Moldova",2016,"Economy",0.69177
"1089","Russia",2016,"Economy",1.23228
"1090","Poland",2016,"Economy",1.24585
"1091","South Korea",2016,"Economy",1.35948
"1092","Bolivia",2016,"Economy",0.79422
"1093","Lithuania",2016,"Economy",1.2692
"1094","Belarus",2016,"Economy",1.13062
"1095","North Cyprus",2016,"Economy",1.31141
"1096","Slovenia",2016,"Economy",1.29947
"1097","Peru",2016,"Economy",0.99602
"1098","Turkmenistan",2016,"Economy",1.08017
"1099","Mauritius",2016,"Economy",1.14372
"1100","Libya",2016,"Economy",1.06688
"1101","Latvia",2016,"Economy",1.21788
"1102","Cyprus",2016,"Economy",1.31857
"1103","Paraguay",2016,"Economy",0.89373
"1104","Romania",2016,"Economy",1.1697
"1105","Estonia",2016,"Economy",1.27964
"1106","Jamaica",2016,"Economy",0.89333
"1107","Croatia",2016,"Economy",1.18649
"1108","Hong Kong",2016,"Economy",1.5107
"1109","Kosovo",2016,"Economy",0.90145
"1110","Turkey",2016,"Economy",1.16492
"1111","Indonesia",2016,"Economy",0.95104
"1112","Jordan",2016,"Economy",0.99673
"1113","Azerbaijan",2016,"Economy",1.12373
"1114","Philippines",2016,"Economy",0.81217
"1115","China",2016,"Economy",1.0278
"1116","Bhutan",2016,"Economy",0.8527
"1117","Kyrgyzstan",2016,"Economy",0.56044
"1118","Serbia",2016,"Economy",1.03437
"1119","Bosnia and Herzegovina",2016,"Economy",0.93383
"1120","Montenegro",2016,"Economy",1.07838
"1121","Dominican Republic",2016,"Economy",1.02787
"1122","Morocco",2016,"Economy",0.84058
"1123","Hungary",2016,"Economy",1.24142
"1124","Pakistan",2016,"Economy",0.68816
"1125","Lebanon",2016,"Economy",1.12268
"1126","Portugal",2016,"Economy",1.27607
"1127","Macedonia",2016,"Economy",1.0193
"1128","Vietnam",2016,"Economy",0.74037
"1129","Tunisia",2016,"Economy",0.97724
"1130","Greece",2016,"Economy",1.24886
"1131","Tajikistan",2016,"Economy",0.48835
"1132","Mongolia",2016,"Economy",0.98853
"1133","Nigeria",2016,"Economy",0.75216
"1134","Honduras",2016,"Economy",0.69429
"1135","Iran",2016,"Economy",1.11758
"1136","Zambia",2016,"Economy",0.61202
"1137","Nepal",2016,"Economy",0.44626
"1138","Palestinian Territories",2016,"Economy",0.67024
"1139","Albania",2016,"Economy",0.9553
"1140","Bangladesh",2016,"Economy",0.54177
"1141","Sierra Leone",2016,"Economy",0.36485
"1142","Iraq",2016,"Economy",1.07474
"1143","Cameroon",2016,"Economy",0.52497
"1144","Ethiopia",2016,"Economy",0.29283
"1145","South Africa",2016,"Economy",1.02416
"1146","Sri Lanka",2016,"Economy",0.97318
"1147","India",2016,"Economy",0.74036
"1148","Myanmar",2016,"Economy",0.34112
"1149","Egypt",2016,"Economy",0.95395
"1150","Armenia",2016,"Economy",0.86086
"1151","Kenya",2016,"Economy",0.52267
"1152","Ukraine",2016,"Economy",0.87287
"1153","Ghana",2016,"Economy",0.63107
"1154","Congo (Kinshasa)",2016,"Economy",0.05661
"1155","Georgia",2016,"Economy",0.83792
"1156","Congo (Brazzaville)",2016,"Economy",0.77109
"1157","Senegal",2016,"Economy",0.44314
"1158","Bulgaria",2016,"Economy",1.11306
"1159","Mauritania",2016,"Economy",0.61391
"1160","Zimbabwe",2016,"Economy",0.35041
"1161","Malawi",2016,"Economy",0.08709
"1162","Sudan",2016,"Economy",0.63069
"1163","Gabon",2016,"Economy",1.15851
"1164","Mali",2016,"Economy",0.31292
"1165","Haiti",2016,"Economy",0.34097
"1166","Botswana",2016,"Economy",1.09426
"1167","Ivory Coast",2016,"Economy",0.55507
"1168","Cambodia",2016,"Economy",0.55604
"1169","Angola",2016,"Economy",0.84731
"1170","Niger",2016,"Economy",0.1327
"1171","Chad",2016,"Economy",0.42214
"1172","Burkina Faso",2016,"Economy",0.31995
"1173","Uganda",2016,"Economy",0.34719
"1174","Yemen",2016,"Economy",0.57939
"1175","Madagascar",2016,"Economy",0.27954
"1176","Tanzania",2016,"Economy",0.47155
"1177","Liberia",2016,"Economy",0.10706
"1178","Guinea",2016,"Economy",0.22415
"1179","Rwanda",2016,"Economy",0.32846
"1180","Benin",2016,"Economy",0.39499
"1181","Afghanistan",2016,"Economy",0.38227
"1182","Togo",2016,"Economy",0.28123
"1183","Syria",2016,"Economy",0.74719
"1184","Burundi",2016,"Economy",0.06831
"1185","Norway",2017,"Economy",1.61646318435669
"1186","Denmark",2017,"Economy",1.48238301277161
"1187","Iceland",2017,"Economy",1.480633020401
"1188","Switzerland",2017,"Economy",1.56497955322266
"1189","Finland",2017,"Economy",1.44357192516327
"1190","Netherlands",2017,"Economy",1.50394463539124
"1191","Canada",2017,"Economy",1.47920441627502
"1192","New Zealand",2017,"Economy",1.40570604801178
"1193","Sweden",2017,"Economy",1.49438726902008
"1194","Australia",2017,"Economy",1.484414935112
"1195","Israel",2017,"Economy",1.37538242340088
"1196","Costa Rica",2017,"Economy",1.10970628261566
"1197","Austria",2017,"Economy",1.48709726333618
"1198","United States",2017,"Economy",1.54625928401947
"1199","Ireland",2017,"Economy",1.53570663928986
"1200","Germany",2017,"Economy",1.48792338371277
"1201","Belgium",2017,"Economy",1.46378076076508
"1202","Luxembourg",2017,"Economy",1.74194359779358
"1203","United Kingdom",2017,"Economy",1.44163393974304
"1204","Chile",2017,"Economy",1.25278460979462
"1205","United Arab Emirates",2017,"Economy",1.62634336948395
"1206","Brazil",2017,"Economy",1.10735321044922
"1207","Czech Republic",2017,"Economy",1.35268235206604
"1208","Argentina",2017,"Economy",1.18529546260834
"1209","Mexico",2017,"Economy",1.15318381786346
"1210","Singapore",2017,"Economy",1.69227766990662
"1211","Malta",2017,"Economy",1.34327983856201
"1212","Uruguay",2017,"Economy",1.21755969524384
"1213","Guatemala",2017,"Economy",0.872001945972443
"1214","Panama",2017,"Economy",1.23374843597412
"1215","France",2017,"Economy",1.43092346191406
"1216","Thailand",2017,"Economy",1.12786877155304
"1217","Taiwan Province of China",2017,"Economy",1.43362653255463
"1218","Spain",2017,"Economy",1.38439786434174
"1219","Qatar",2017,"Economy",1.87076568603516
"1220","Colombia",2017,"Economy",1.07062232494354
"1221","Saudi Arabia",2017,"Economy",1.53062355518341
"1222","Trinidad and Tobago",2017,"Economy",1.36135590076447
"1223","Kuwait",2017,"Economy",1.63295245170593
"1224","Slovakia",2017,"Economy",1.32539355754852
"1225","Bahrain",2017,"Economy",1.48841226100922
"1226","Malaysia",2017,"Economy",1.29121541976929
"1227","Nicaragua",2017,"Economy",0.737299203872681
"1228","Ecuador",2017,"Economy",1.00082039833069
"1229","El Salvador",2017,"Economy",0.909784495830536
"1230","Poland",2017,"Economy",1.29178786277771
"1231","Uzbekistan",2017,"Economy",0.786441087722778
"1232","Italy",2017,"Economy",1.39506661891937
"1233","Russia",2017,"Economy",1.28177809715271
"1234","Japan",2017,"Economy",1.41691517829895
"1235","Lithuania",2017,"Economy",1.31458234786987
"1236","Algeria",2017,"Economy",1.09186446666718
"1237","Latvia",2017,"Economy",1.26074862480164
"1238","South Korea",2017,"Economy",1.40167844295502
"1239","Moldova",2017,"Economy",0.728870630264282
"1240","Romania",2017,"Economy",1.21768391132355
"1241","Bolivia",2017,"Economy",0.833756566047668
"1242","Turkmenistan",2017,"Economy",1.13077676296234
"1243","Kazakhstan",2017,"Economy",1.28455626964569
"1244","North Cyprus",2017,"Economy",1.3469113111496
"1245","Slovenia",2017,"Economy",1.3412059545517
"1246","Peru",2017,"Economy",1.03522527217865
"1247","Mauritius",2017,"Economy",1.18939554691315
"1248","Cyprus",2017,"Economy",1.35593807697296
"1249","Estonia",2017,"Economy",1.32087934017181
"1250","Belarus",2017,"Economy",1.15655755996704
"1251","Libya",2017,"Economy",1.10180306434631
"1252","Turkey",2017,"Economy",1.19827437400818
"1253","Paraguay",2017,"Economy",0.932537317276001
"1254","Hong Kong",2017,"Economy",1.55167484283447
"1255","Philippines",2017,"Economy",0.85769921541214
"1256","Serbia",2017,"Economy",1.06931757926941
"1257","Jordan",2017,"Economy",0.991012394428253
"1258","Hungary",2017,"Economy",1.2860119342804
"1259","Jamaica",2017,"Economy",0.925579309463501
"1260","Croatia",2017,"Economy",1.22255623340607
"1261","Kosovo",2017,"Economy",0.951484382152557
"1262","China",2017,"Economy",1.08116579055786
"1263","Pakistan",2017,"Economy",0.72688353061676
"1264","Indonesia",2017,"Economy",0.995538592338562
"1265","Venezuela",2017,"Economy",1.12843120098114
"1266","Montenegro",2017,"Economy",1.12112903594971
"1267","Morocco",2017,"Economy",0.878114581108093
"1268","Azerbaijan",2017,"Economy",1.15360176563263
"1269","Dominican Republic",2017,"Economy",1.07937383651733
"1270","Greece",2017,"Economy",1.28948748111725
"1271","Lebanon",2017,"Economy",1.07498753070831
"1272","Portugal",2017,"Economy",1.3151752948761
"1273","Bosnia and Herzegovina",2017,"Economy",0.982409417629242
"1274","Honduras",2017,"Economy",0.730573117733002
"1275","Macedonia",2017,"Economy",1.06457793712616
"1276","Vietnam",2017,"Economy",0.788547575473785
"1277","Nigeria",2017,"Economy",0.783756256103516
"1278","Tajikistan",2017,"Economy",0.524713635444641
"1279","Bhutan",2017,"Economy",0.885416388511658
"1280","Kyrgyzstan",2017,"Economy",0.596220076084137
"1281","Nepal",2017,"Economy",0.479820191860199
"1282","Mongolia",2017,"Economy",1.02723586559296
"1283","South Africa",2017,"Economy",1.05469870567322
"1284","Tunisia",2017,"Economy",1.00726580619812
"1285","Palestinian Territories",2017,"Economy",0.716249227523804
"1286","Egypt",2017,"Economy",0.989701807498932
"1287","Bulgaria",2017,"Economy",1.1614590883255
"1288","Sierra Leone",2017,"Economy",0.36842092871666
"1289","Cameroon",2017,"Economy",0.564305365085602
"1290","Iran",2017,"Economy",1.15687310695648
"1291","Albania",2017,"Economy",0.996192753314972
"1292","Bangladesh",2017,"Economy",0.586682975292206
"1293","Kenya",2017,"Economy",0.560479462146759
"1294","Myanmar",2017,"Economy",0.367110550403595
"1295","Senegal",2017,"Economy",0.479309022426605
"1296","Zambia",2017,"Economy",0.636406779289246
"1297","Iraq",2017,"Economy",1.10271048545837
"1298","Gabon",2017,"Economy",1.1982102394104
"1299","Ethiopia",2017,"Economy",0.339233845472336
"1300","Sri Lanka",2017,"Economy",1.00985014438629
"1301","Armenia",2017,"Economy",0.900596737861633
"1302","India",2017,"Economy",0.792221248149872
"1303","Mauritania",2017,"Economy",0.648457288742065
"1304","Congo (Brazzaville)",2017,"Economy",0.808964252471924
"1305","Georgia",2017,"Economy",0.950612664222717
"1306","Congo (Kinshasa)",2017,"Economy",0.0921023488044739
"1307","Mali",2017,"Economy",0.476180493831635
"1308","Ivory Coast",2017,"Economy",0.603048920631409
"1309","Cambodia",2017,"Economy",0.601765096187592
"1310","Sudan",2017,"Economy",0.65951669216156
"1311","Ghana",2017,"Economy",0.667224824428558
"1312","Ukraine",2017,"Economy",0.89465194940567
"1313","Uganda",2017,"Economy",0.381430715322495
"1314","Burkina Faso",2017,"Economy",0.3502277135849
"1315","Niger",2017,"Economy",0.161925330758095
"1316","Malawi",2017,"Economy",0.233442038297653
"1317","Chad",2017,"Economy",0.438012987375259
"1318","Zimbabwe",2017,"Economy",0.375846534967422
"1319","Angola",2017,"Economy",0.858428180217743
"1320","Afghanistan",2017,"Economy",0.401477217674255
"1321","Botswana",2017,"Economy",1.12209415435791
"1322","Benin",2017,"Economy",0.431085407733917
"1323","Madagascar",2017,"Economy",0.305808693170547
"1324","Haiti",2017,"Economy",0.368610262870789
"1325","Yemen",2017,"Economy",0.591683447360992
"1326","Liberia",2017,"Economy",0.119041793048382
"1327","Guinea",2017,"Economy",0.244549930095673
"1328","Togo",2017,"Economy",0.305444717407227
"1329","Rwanda",2017,"Economy",0.368745893239975
"1330","Syria",2017,"Economy",0.777153134346008
"1331","Tanzania",2017,"Economy",0.511135876178741
"1332","Burundi",2017,"Economy",0.091622568666935
"1333","Switzerland",2015,"Family",1.34951
"1334","Iceland",2015,"Family",1.40223
"1335","Denmark",2015,"Family",1.36058
"1336","Norway",2015,"Family",1.33095
"1337","Canada",2015,"Family",1.32261
"1338","Finland",2015,"Family",1.31826
"1339","Netherlands",2015,"Family",1.28017
"1340","Sweden",2015,"Family",1.28907
"1341","New Zealand",2015,"Family",1.31967
"1342","Australia",2015,"Family",1.30923
"1343","Israel",2015,"Family",1.22393
"1344","Costa Rica",2015,"Family",1.23788
"1345","Austria",2015,"Family",1.29704
"1346","Mexico",2015,"Family",0.91451
"1347","United States",2015,"Family",1.24711
"1348","Brazil",2015,"Family",1.23287
"1349","Luxembourg",2015,"Family",1.21963
"1350","Ireland",2015,"Family",1.36948
"1351","Belgium",2015,"Family",1.28566
"1352","United Arab Emirates",2015,"Family",1.12575
"1353","United Kingdom",2015,"Family",1.28548
"1354","Venezuela",2015,"Family",1.25596
"1355","Singapore",2015,"Family",1.02
"1356","Panama",2015,"Family",1.1985
"1357","Germany",2015,"Family",1.29937
"1358","Chile",2015,"Family",1.12447
"1359","Qatar",2015,"Family",1.0786
"1360","France",2015,"Family",1.26038
"1361","Argentina",2015,"Family",1.24823
"1362","Czech Republic",2015,"Family",1.20643
"1363","Uruguay",2015,"Family",1.2089
"1364","Colombia",2015,"Family",1.24018
"1365","Thailand",2015,"Family",1.26504
"1366","Saudi Arabia",2015,"Family",1.08393
"1367","Spain",2015,"Family",1.31379
"1368","Malta",2015,"Family",1.30203
"1369","Taiwan",2015,"Family",1.07617
"1370","Kuwait",2015,"Family",1.16594
"1371","Trinidad and Tobago",2015,"Family",1.18354
"1372","El Salvador",2015,"Family",1.02507
"1373","Guatemala",2015,"Family",1.04356
"1374","Uzbekistan",2015,"Family",1.34043
"1375","Slovakia",2015,"Family",1.26999
"1376","Japan",2015,"Family",1.25712
"1377","South Korea",2015,"Family",0.95774
"1378","Ecuador",2015,"Family",0.99903
"1379","Bahrain",2015,"Family",1.21624
"1380","Italy",2015,"Family",1.19777
"1381","Bolivia",2015,"Family",0.97841
"1382","Moldova",2015,"Family",1.01528
"1383","Paraguay",2015,"Family",1.30477
"1384","Kazakhstan",2015,"Family",1.12241
"1385","Slovenia",2015,"Family",1.27385
"1386","Lithuania",2015,"Family",1.25745
"1387","Nicaragua",2015,"Family",1.14184
"1388","Peru",2015,"Family",0.97459
"1389","Belarus",2015,"Family",1.23289
"1390","Poland",2015,"Family",1.27948
"1391","Malaysia",2015,"Family",1.07023
"1392","Croatia",2015,"Family",0.79624
"1393","Libya",2015,"Family",1.11862
"1394","Russia",2015,"Family",1.23617
"1395","Jamaica",2015,"Family",1.15102
"1396","North Cyprus",2015,"Family",1.07008
"1397","Cyprus",2015,"Family",0.89318
"1398","Algeria",2015,"Family",1.07772
"1399","Kosovo",2015,"Family",0.81198
"1400","Turkmenistan",2015,"Family",1.22668
"1401","Mauritius",2015,"Family",0.98521
"1402","Hong Kong",2015,"Family",1.05818
"1403","Estonia",2015,"Family",1.22791
"1404","Indonesia",2015,"Family",1.08708
"1405","Vietnam",2015,"Family",0.91226
"1406","Turkey",2015,"Family",0.94632
"1407","Kyrgyzstan",2015,"Family",1.15115
"1408","Nigeria",2015,"Family",0.90432
"1409","Bhutan",2015,"Family",1.10395
"1410","Azerbaijan",2015,"Family",0.93793
"1411","Pakistan",2015,"Family",0.41411
"1412","Jordan",2015,"Family",1.05392
"1413","Montenegro",2015,"Family",0.90557
"1414","China",2015,"Family",0.94675
"1415","Zambia",2015,"Family",0.91612
"1416","Romania",2015,"Family",0.88588
"1417","Serbia",2015,"Family",1.00964
"1418","Portugal",2015,"Family",1.13935
"1419","Latvia",2015,"Family",1.09562
"1420","Philippines",2015,"Family",1.03516
"1421","Morocco",2015,"Family",0.64095
"1422","Macedonia",2015,"Family",1.00232
"1423","Albania",2015,"Family",0.80434
"1424","Bosnia and Herzegovina",2015,"Family",0.91916
"1425","Dominican Republic",2015,"Family",1.17202
"1426","Mongolia",2015,"Family",1.3006
"1427","Greece",2015,"Family",0.92933
"1428","Lebanon",2015,"Family",0.80001
"1429","Hungary",2015,"Family",1.20215
"1430","Honduras",2015,"Family",0.95348
"1431","Tajikistan",2015,"Family",0.85563
"1432","Tunisia",2015,"Family",0.60429
"1433","Palestinian Territories",2015,"Family",0.92558
"1434","Bangladesh",2015,"Family",0.43106
"1435","Iran",2015,"Family",0.54447
"1436","Ukraine",2015,"Family",1.20278
"1437","Iraq",2015,"Family",0.81889
"1438","South Africa",2015,"Family",1.18468
"1439","Ghana",2015,"Family",0.67954
"1440","Zimbabwe",2015,"Family",1.03276
"1441","Liberia",2015,"Family",0.78968
"1442","India",2015,"Family",0.38174
"1443","Sudan",2015,"Family",1.01404
"1444","Haiti",2015,"Family",0.74302
"1445","Congo (Kinshasa)",2015,"Family",1.0012
"1446","Nepal",2015,"Family",0.86449
"1447","Ethiopia",2015,"Family",0.60406
"1448","Sierra Leone",2015,"Family",0.95571
"1449","Mauritania",2015,"Family",0.86908
"1450","Kenya",2015,"Family",0.99876
"1451","Armenia",2015,"Family",0.77711
"1452","Botswana",2015,"Family",1.10464
"1453","Myanmar",2015,"Family",0.70905
"1454","Georgia",2015,"Family",0.38562
"1455","Malawi",2015,"Family",0.41134
"1456","Sri Lanka",2015,"Family",1.01905
"1457","Cameroon",2015,"Family",0.88767
"1458","Bulgaria",2015,"Family",1.10614
"1459","Egypt",2015,"Family",0.747
"1460","Yemen",2015,"Family",0.68093
"1461","Angola",2015,"Family",0.8604
"1462","Mali",2015,"Family",1.03526
"1463","Congo (Brazzaville)",2015,"Family",0.6629
"1464","Uganda",2015,"Family",1.13299
"1465","Senegal",2015,"Family",0.97619
"1466","Gabon",2015,"Family",0.90528
"1467","Niger",2015,"Family",0.77265
"1468","Cambodia",2015,"Family",0.62736
"1469","Tanzania",2015,"Family",1.00268
"1470","Madagascar",2015,"Family",0.66801
"1471","Chad",2015,"Family",0.76062
"1472","Guinea",2015,"Family",0.46475
"1473","Ivory Coast",2015,"Family",0.77115
"1474","Burkina Faso",2015,"Family",0.85188
"1475","Afghanistan",2015,"Family",0.30285
"1476","Rwanda",2015,"Family",0.7737
"1477","Benin",2015,"Family",0.35386
"1478","Syria",2015,"Family",0.47489
"1479","Burundi",2015,"Family",0.41587
"1480","Togo",2015,"Family",0.13995
"1481","Denmark",2016,"Family",1.16374
"1482","Switzerland",2016,"Family",1.14524
"1483","Iceland",2016,"Family",1.18326
"1484","Norway",2016,"Family",1.1269
"1485","Finland",2016,"Family",1.13464
"1486","Canada",2016,"Family",1.0961
"1487","Netherlands",2016,"Family",1.02912
"1488","New Zealand",2016,"Family",1.17278
"1489","Australia",2016,"Family",1.10476
"1490","Sweden",2016,"Family",1.08764
"1491","Israel",2016,"Family",0.99537
"1492","Austria",2016,"Family",1.08383
"1493","United States",2016,"Family",1.04782
"1494","Costa Rica",2016,"Family",1.02152
"1495","Germany",2016,"Family",1.09774
"1496","Brazil",2016,"Family",1.03938
"1497","Belgium",2016,"Family",1.05249
"1498","Ireland",2016,"Family",1.16157
"1499","Luxembourg",2016,"Family",1.03999
"1500","Mexico",2016,"Family",0.7146
"1501","Singapore",2016,"Family",0.86758
"1502","United Kingdom",2016,"Family",1.08672
"1503","Chile",2016,"Family",0.90587
"1504","Panama",2016,"Family",0.98912
"1505","Argentina",2016,"Family",1.06612
"1506","Czech Republic",2016,"Family",1.00793
"1507","United Arab Emirates",2016,"Family",0.87114
"1508","Uruguay",2016,"Family",1.03143
"1509","Malta",2016,"Family",1.09879
"1510","Colombia",2016,"Family",1.02169
"1511","France",2016,"Family",1.00508
"1512","Thailand",2016,"Family",1.04477
"1513","Saudi Arabia",2016,"Family",0.84829
"1514","Taiwan",2016,"Family",0.92624
"1515","Qatar",2016,"Family",0.87964
"1516","Spain",2016,"Family",1.12945
"1517","Algeria",2016,"Family",0.83309
"1518","Guatemala",2016,"Family",0.87119
"1519","Kuwait",2016,"Family",0.87758
"1520","Bahrain",2016,"Family",0.94397
"1521","Trinidad and Tobago",2016,"Family",0.98569
"1522","Venezuela",2016,"Family",1.03302
"1523","Slovakia",2016,"Family",1.08268
"1524","El Salvador",2016,"Family",0.80975
"1525","Malaysia",2016,"Family",0.88025
"1526","Nicaragua",2016,"Family",0.89521
"1527","Uzbekistan",2016,"Family",1.1681
"1528","Italy",2016,"Family",1.04167
"1529","Ecuador",2016,"Family",0.85974
"1530","Japan",2016,"Family",1.06054
"1531","Kazakhstan",2016,"Family",0.95544
"1532","Moldova",2016,"Family",0.83132
"1533","Russia",2016,"Family",1.05261
"1534","Poland",2016,"Family",1.04685
"1535","South Korea",2016,"Family",0.72194
"1536","Bolivia",2016,"Family",0.83779
"1537","Lithuania",2016,"Family",1.06411
"1538","Belarus",2016,"Family",1.04993
"1539","North Cyprus",2016,"Family",0.81826
"1540","Slovenia",2016,"Family",1.05613
"1541","Peru",2016,"Family",0.81255
"1542","Turkmenistan",2016,"Family",1.03817
"1543","Mauritius",2016,"Family",0.75695
"1544","Libya",2016,"Family",0.95076
"1545","Latvia",2016,"Family",0.95025
"1546","Cyprus",2016,"Family",0.70697
"1547","Paraguay",2016,"Family",1.11111
"1548","Romania",2016,"Family",0.72803
"1549","Estonia",2016,"Family",1.05163
"1550","Jamaica",2016,"Family",0.96372
"1551","Croatia",2016,"Family",0.60809
"1552","Hong Kong",2016,"Family",0.87021
"1553","Kosovo",2016,"Family",0.66062
"1554","Turkey",2016,"Family",0.87717
"1555","Indonesia",2016,"Family",0.87625
"1556","Jordan",2016,"Family",0.86216
"1557","Azerbaijan",2016,"Family",0.76042
"1558","Philippines",2016,"Family",0.87877
"1559","China",2016,"Family",0.79381
"1560","Bhutan",2016,"Family",0.90836
"1561","Kyrgyzstan",2016,"Family",0.95434
"1562","Serbia",2016,"Family",0.81329
"1563","Bosnia and Herzegovina",2016,"Family",0.64367
"1564","Montenegro",2016,"Family",0.74173
"1565","Dominican Republic",2016,"Family",0.99496
"1566","Morocco",2016,"Family",0.38595
"1567","Hungary",2016,"Family",0.93164
"1568","Pakistan",2016,"Family",0.26135
"1569","Lebanon",2016,"Family",0.64184
"1570","Portugal",2016,"Family",0.94367
"1571","Macedonia",2016,"Family",0.78236
"1572","Vietnam",2016,"Family",0.79117
"1573","Tunisia",2016,"Family",0.43165
"1574","Greece",2016,"Family",0.75473
"1575","Tajikistan",2016,"Family",0.75602
"1576","Mongolia",2016,"Family",1.08983
"1577","Nigeria",2016,"Family",0.64498
"1578","Honduras",2016,"Family",0.75596
"1579","Iran",2016,"Family",0.38857
"1580","Zambia",2016,"Family",0.6376
"1581","Nepal",2016,"Family",0.69699
"1582","Palestinian Territories",2016,"Family",0.71629
"1583","Albania",2016,"Family",0.50163
"1584","Bangladesh",2016,"Family",0.24749
"1585","Sierra Leone",2016,"Family",0.628
"1586","Iraq",2016,"Family",0.59205
"1587","Cameroon",2016,"Family",0.62542
"1588","Ethiopia",2016,"Family",0.37932
"1589","South Africa",2016,"Family",0.96053
"1590","Sri Lanka",2016,"Family",0.84783
"1591","India",2016,"Family",0.29247
"1592","Myanmar",2016,"Family",0.69981
"1593","Egypt",2016,"Family",0.49813
"1594","Armenia",2016,"Family",0.62477
"1595","Kenya",2016,"Family",0.7624
"1596","Ukraine",2016,"Family",1.01413
"1597","Ghana",2016,"Family",0.49353
"1598","Congo (Kinshasa)",2016,"Family",0.80676
"1599","Georgia",2016,"Family",0.19249
"1600","Congo (Brazzaville)",2016,"Family",0.47799
"1601","Senegal",2016,"Family",0.77416
"1602","Bulgaria",2016,"Family",0.92542
"1603","Mauritania",2016,"Family",0.84142
"1604","Zimbabwe",2016,"Family",0.71478
"1605","Malawi",2016,"Family",0.147
"1606","Sudan",2016,"Family",0.81928
"1607","Gabon",2016,"Family",0.72368
"1608","Mali",2016,"Family",0.86333
"1609","Haiti",2016,"Family",0.29561
"1610","Botswana",2016,"Family",0.89186
"1611","Ivory Coast",2016,"Family",0.57576
"1612","Cambodia",2016,"Family",0.5375
"1613","Angola",2016,"Family",0.66366
"1614","Niger",2016,"Family",0.6053
"1615","Chad",2016,"Family",0.63178
"1616","Burkina Faso",2016,"Family",0.63054
"1617","Uganda",2016,"Family",0.90981
"1618","Yemen",2016,"Family",0.47493
